frame_id,x,y
recording_9262399620441214_frame_1690,813.2137744148947,969.0056596728534
recording_9262399620441214_frame_1700,927.2406210511227,955.6054507001987
recording_9262399620441214_frame_1710,882.565508539011,922.8173898200346
recording_9262399620441214_frame_1720,950.4716764357204,699.7889092559727
recording_9262399620441214_frame_1730,873.9638290754154,945.4913667084211
recording_9262399620441214_frame_1740,878.5246825124144,887.8020196278742
recording_9262399620441214_frame_1750,827.7268319445202,859.4254791039633
recording_9262399620441214_frame_1760,891.7942528452975,952.7294338129752
recording_9262399620441214_frame_1770,948.1163656952714,977.8220202419773
recording_9262399620441214_frame_1780,613.0760775026414,844.3343701484575
recording_9262399620441214_frame_1790,781.8411070007319,999.8730280902057
recording_9262399620441214_frame_1800,846.9739611652085,800.1238144933938
recording_9262399620441214_frame_1810,824.7755807741454,905.5459037020643
recording_9262399620441214_frame_1820,1150.11567329604,751.049542697282
recording_9262399620441214_frame_1830,861.6970810639056,970.289274300526
recording_9262399620441214_frame_1840,899.726304929901,770.9145580091722
recording_9262399620441214_frame_1850,820.858086864586,996.2507993955896
recording_9262399620441214_frame_1860,1039.7926723726016,795.3461703255584
recording_9262399620441214_frame_1870,652.997658943892,856.4560972558254
recording_9262399620441214_frame_1880,878.0413013018152,916.7305316203884
recording_9262399620441214_frame_1890,853.3445091700007,959.3172011430838
recording_9262399620441214_frame_1900,703.0393994349769,965.4311833456632
recording_9262399620441214_frame_1910,931.6091175013268,861.4974806088522
recording_9262399620441214_frame_1920,828.2449201075647,937.9639063252888
recording_9262399620441214_frame_1930,864.539037194509,958.6478731769274
recording_9262399620441214_frame_1940,889.5259491789668,898.0370063364551
recording_9262399620441214_frame_1950,799.8715105879326,806.7585811880137
recording_9262399620441214_frame_1960,874.021040195018,1052.524899899396
recording_9262399620441214_frame_1970,856.4330221384205,871.5003168102684
recording_9262399620441214_frame_1980,810.2850184088742,873.9955494767813
recording_9262399620441214_frame_1990,853.895957353556,956.8748810518291
recording_9262399620441214_frame_2000,874.7492735822525,912.7899097600193
recording_1061673788897883_frame_10,794.3759514434337,676.8842244434874
recording_1061673788897883_frame_20,818.3938560438702,664.6474084867543
recording_1061673788897883_frame_30,875.3099641726545,988.7765325509413
recording_1061673788897883_frame_40,659.2697045069015,822.9948366452734
recording_1061673788897883_frame_50,671.4072064065164,918.3988257486237
recording_1061673788897883_frame_60,473.362873056975,747.7021272495963
recording_1061673788897883_frame_70,803.2124734005461,689.4504445137015
recording_1061673788897883_frame_80,1010.7296001390555,733.5350534713452
recording_1061673788897883_frame_90,803.4984385402811,701.2448604042975
recording_1061673788897883_frame_100,756.0553685644379,712.1311943559116
recording_1061673788897883_frame_110,677.3348794228922,769.91406042804
recording_1061673788897883_frame_120,954.7004531714334,845.9434930921784
recording_1061673788897883_frame_130,623.375556990728,888.6114521166102
recording_1061673788897883_frame_140,863.9704737677017,843.0481419637414
recording_1061673788897883_frame_150,956.0381244366165,847.9907765513703
recording_1061673788897883_frame_160,929.9416928306284,770.5855920730102
recording_1061673788897883_frame_170,669.4466148149984,777.6082574676916
recording_1061673788897883_frame_180,616.6308548493488,790.8163775781627
recording_1061673788897883_frame_190,508.16101584277567,708.9701779472811
recording_1061673788897883_frame_200,696.3062408085387,758.3672994388496
recording_1061673788897883_frame_210,1091.2989114182042,774.6224156122921
recording_1061673788897883_frame_220,937.146508293841,853.2214139945776
recording_1061673788897883_frame_230,687.3882682463019,945.8896913571868
recording_1061673788897883_frame_240,872.1148271639034,731.2578507073943
recording_1061673788897883_frame_250,895.648458503614,827.491197903771
recording_1061673788897883_frame_260,623.5765925247908,887.7015391906493
recording_1061673788897883_frame_270,742.6162861974547,808.1112810678355
recording_1061673788897883_frame_280,629.0991355060796,680.1899597540908
recording_1061673788897883_frame_290,1016.7755665101229,754.0553980382938
recording_1061673788897883_frame_300,738.3218324587793,719.3734815152236
recording_1061673788897883_frame_310,741.8669996645327,944.5667381440386
recording_1061673788897883_frame_320,786.787198253646,705.3107763597811
recording_1061673788897883_frame_330,675.5319611955771,773.814626382246
recording_1061673788897883_frame_340,623.2565162101897,738.382005005189
recording_1061673788897883_frame_350,792.5773485431941,700.0575963815215
recording_1061673788897883_frame_360,534.4456407143449,956.0963353576486
recording_1061673788897883_frame_370,691.9520425051203,852.0511671409524
recording_1061673788897883_frame_380,643.7751724331974,826.8897027385592
recording_1061673788897883_frame_390,751.096466178996,814.2812036215282
recording_1061673788897883_frame_400,703.6560240056983,931.5083104421099
recording_1061673788897883_frame_410,953.3761065769366,809.2227352108085
recording_1061673788897883_frame_420,960.7973789798214,728.5076365762995
recording_1061673788897883_frame_430,819.085564789051,870.8079944102828
recording_1061673788897883_frame_440,650.3639062065033,1048.3676067813774
recording_1061673788897883_frame_450,768.3668179168035,739.526035140552
recording_1061673788897883_frame_460,713.0543993702979,887.164149528776
